regime,seed,round,receipt_sha256,previous_receipt_sha256,policy_version,scheduled_clients,accepted_clients,quorum,decision,action_executed,policy_reason,true_class,incident_risk,commit_status,commit_latency_ms,canonical_receipt_json
Edge-IIoTset-calibrated,11,1,657da295f342a8cfe0682efa6b64d0535ebed153fe2cbf41a19722358b44c0c2,0000000000000000000000000000000000000000000000000000000000000000,trustagent-policy-v1.0,17,17,6,allow,1,within_policy,0,0.0011431795649565757,committed,375.0,"{""accepted_client_ids"":[0,1,2,3,5,6,8,9,10,11,12,13,15,16,17,18,19],""action_executed"":true,""decision"":""allow"",""incident_risk"":0.0011431796,""policy_reason"":""within_policy"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""0000000000000000000000000000000000000000000000000000000000000000"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""41779fed8e205db1286501f3f4a54eabf746416bb4d5ece20f5c417d78e05ba3"",""round"":1,""scheduled_client_ids"":[0,1,2,3,5,6,8,9,10,11,12,13,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,2,0120ee63b356a756ac0daddb29fa1a219d053255ca9de0d89ab864a178158996,657da295f342a8cfe0682efa6b64d0535ebed153fe2cbf41a19722358b44c0c2,trustagent-policy-v1.0,18,17,7,deny,0,risk_exceeds_role_clearance,6,0.9969181052990194,committed,375.0,"{""accepted_client_ids"":[0,1,2,4,6,7,8,9,10,11,12,14,15,16,17,18,19],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.9969181053,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""657da295f342a8cfe0682efa6b64d0535ebed153fe2cbf41a19722358b44c0c2"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""a8a11ef9b26531e830e80a7660590aa6b6745ab5fdcb6fa0bc1d6aead0022275"",""round"":2,""scheduled_client_ids"":[0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,3,d2715da9cb4987cae809475451c593318a5a035a17d715b8f13d6206c5ea530b,0120ee63b356a756ac0daddb29fa1a219d053255ca9de0d89ab864a178158996,trustagent-policy-v1.0,19,17,7,allow,1,within_policy,0,0.008288906549999808,committed,375.0,"{""accepted_client_ids"":[0,1,2,3,4,6,8,9,10,11,12,13,15,16,17,18,19],""action_executed"":true,""decision"":""allow"",""incident_risk"":0.0082889065,""policy_reason"":""within_policy"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""0120ee63b356a756ac0daddb29fa1a219d053255ca9de0d89ab864a178158996"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""8ce5963f19669452ee17763f5c3da34305723fb4c15b77db894e1b621863e8e9"",""round"":3,""scheduled_client_ids"":[0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,4,14964a122f44c7a3337523a8c5e7d086d0d0d3d1062c085a3cbfd0fb74d85451,d2715da9cb4987cae809475451c593318a5a035a17d715b8f13d6206c5ea530b,trustagent-policy-v1.0,19,17,7,review,0,human_review_required,3,0.9771765974216591,committed,375.0,"{""accepted_client_ids"":[0,1,2,3,4,6,7,8,9,11,12,13,15,16,17,18,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.9771765974,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""d2715da9cb4987cae809475451c593318a5a035a17d715b8f13d6206c5ea530b"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""396a563e0d57b7f493084f2e78777d7f65db54ff530694f3648751dce0077ee7"",""round"":4,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,5,9cdb0c8edce1d6aabde3fbd7c8ee4a78828290580d85bd7da68ab174797ffb9a,14964a122f44c7a3337523a8c5e7d086d0d0d3d1062c085a3cbfd0fb74d85451,trustagent-policy-v1.0,19,17,7,review,0,human_review_required,2,0.9838524228369291,committed,375.0,"{""accepted_client_ids"":[0,1,2,3,4,6,7,8,9,10,11,12,13,15,16,18,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.9838524228,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""14964a122f44c7a3337523a8c5e7d086d0d0d3d1062c085a3cbfd0fb74d85451"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""b47f1721ff0aecdc4342f0ee00e62ed05c1de25e910f55d860e0fff4c454e9e3"",""round"":5,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,6,f6b724ef2c71a8283ad95b8b1701a79d1bf4d24b33a815a6954af9dd1371c826,9cdb0c8edce1d6aabde3fbd7c8ee4a78828290580d85bd7da68ab174797ffb9a,trustagent-policy-v1.0,19,17,7,review,0,human_review_required,3,0.9810405602364599,committed,375.0,"{""accepted_client_ids"":[0,1,2,3,4,6,7,8,10,11,12,13,15,16,17,18,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.9810405602,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""9cdb0c8edce1d6aabde3fbd7c8ee4a78828290580d85bd7da68ab174797ffb9a"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""29ff530667cec669fde961d5e984eaf8f8913d5464c5d11088a3fdf3e0f9378c"",""round"":6,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,7,e4d3ad85f5a1443a6901b6bb544d35e3ad875fd64e374bd8e5440fc835b82980,f6b724ef2c71a8283ad95b8b1701a79d1bf4d24b33a815a6954af9dd1371c826,trustagent-policy-v1.0,20,18,7,review,0,human_review_required,2,0.9917766105813045,committed,385.0,"{""accepted_client_ids"":[0,1,2,3,4,6,7,8,9,10,11,12,13,15,16,17,18,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.9917766106,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""f6b724ef2c71a8283ad95b8b1701a79d1bf4d24b33a815a6954af9dd1371c826"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""6a515fad6739edf34bf456ab24bdb0aa3d618b8663750c6c8f064305425679e4"",""round"":7,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,8,1506daab150f50ba0f1301e34b6fe38a4b8243368404e2f49d4afba8321d4f3b,e4d3ad85f5a1443a6901b6bb544d35e3ad875fd64e374bd8e5440fc835b82980,trustagent-policy-v1.0,17,16,6,review,0,human_review_required,2,0.9806687994080173,committed,365.0,"{""accepted_client_ids"":[0,2,3,4,6,7,8,9,10,11,12,15,16,17,18,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.9806687994,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""e4d3ad85f5a1443a6901b6bb544d35e3ad875fd64e374bd8e5440fc835b82980"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""a76c07b0b8fb73ca9f7f776cbedcaeb0280607e1f3dd418e445c291a1ed1561c"",""round"":8,""scheduled_client_ids"":[0,2,3,4,6,7,8,9,10,11,12,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,9,86ebf49161ebb42621ad490fb72314f255aec25dd27d390f50515b0c90645b40,1506daab150f50ba0f1301e34b6fe38a4b8243368404e2f49d4afba8321d4f3b,trustagent-policy-v1.0,16,14,6,deny,0,risk_exceeds_role_clearance,4,0.9873297442881802,committed,345.0,"{""accepted_client_ids"":[0,1,3,6,7,8,9,10,11,12,13,15,18,19],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.9873297443,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""1506daab150f50ba0f1301e34b6fe38a4b8243368404e2f49d4afba8321d4f3b"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""b8c6596c21a169d09023899c0419ba316aa6515816cf566dd2f7555de61e22e3"",""round"":9,""scheduled_client_ids"":[0,1,3,5,6,7,8,9,10,11,12,13,15,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,10,6da92d921f321032cebccb00815e0b699f226f982a15180e0b9c05431a794914,86ebf49161ebb42621ad490fb72314f255aec25dd27d390f50515b0c90645b40,trustagent-policy-v1.0,18,15,7,deny,0,risk_exceeds_role_clearance,6,0.9999816687069114,committed,355.0,"{""accepted_client_ids"":[0,2,3,4,6,7,8,9,10,12,13,15,16,18,19],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.9999816687,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""86ebf49161ebb42621ad490fb72314f255aec25dd27d390f50515b0c90645b40"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""e64a1bc7e93588409849f3bc6162a2214354f023ea4b19781f41375544867f61"",""round"":10,""scheduled_client_ids"":[0,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,11,d947050e1538e09d34633283057d0ec8dbf3790f544fcdc5ea41de60eca7064c,6da92d921f321032cebccb00815e0b699f226f982a15180e0b9c05431a794914,trustagent-policy-v1.0,19,17,7,review,0,human_review_required,4,0.9981011604953415,committed,375.0,"{""accepted_client_ids"":[0,1,2,3,4,6,7,8,9,10,11,12,13,15,16,18,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.9981011605,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""6da92d921f321032cebccb00815e0b699f226f982a15180e0b9c05431a794914"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""5e701d09812d5d47a8ce12b4aed65dd303bfb34eddd4bb85b2498fd99a273a2e"",""round"":11,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,12,106484c22f837eca4e4a2ea31cec8dfd85dfa23b72ac62ad707484e2ef0a1856,d947050e1538e09d34633283057d0ec8dbf3790f544fcdc5ea41de60eca7064c,trustagent-policy-v1.0,20,17,7,allow,1,within_policy,0,0.0060054368350039855,committed,375.0,"{""accepted_client_ids"":[0,1,2,3,4,6,7,8,9,10,11,12,13,15,16,18,19],""action_executed"":true,""decision"":""allow"",""incident_risk"":0.0060054368,""policy_reason"":""within_policy"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""d947050e1538e09d34633283057d0ec8dbf3790f544fcdc5ea41de60eca7064c"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""b2f2f51edd7fba933622e596f01ea2a0e306425c26c082546a7f1966cc09c9f9"",""round"":12,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,13,7034fb120f3ac014a35e37c293786f817eb0aa41e41d120125ebeda3cf4e6ae0,106484c22f837eca4e4a2ea31cec8dfd85dfa23b72ac62ad707484e2ef0a1856,trustagent-policy-v1.0,18,15,7,review,0,human_review_required,1,0.9997467320368928,committed,355.0,"{""accepted_client_ids"":[0,1,3,4,6,7,8,9,10,11,12,13,15,16,19],""action_executed"":false,""decision"":""review"",""incident_risk"":0.999746732,""policy_reason"":""human_review_required"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""106484c22f837eca4e4a2ea31cec8dfd85dfa23b72ac62ad707484e2ef0a1856"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""d572e19684083423335b0156c1aa6d83c3dffd4a687b19ec55199e8c1b17d03a"",""round"":13,""scheduled_client_ids"":[0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19],""seed"":11}"
Edge-IIoTset-calibrated,11,14,c90846e03b90572d6581c1131a7436be53a8b17299a1b287b9f2f2e35f65d419,7034fb120f3ac014a35e37c293786f817eb0aa41e41d120125ebeda3cf4e6ae0,trustagent-policy-v1.0,19,16,7,allow,1,within_policy,0,0.027599987723637698,committed,365.0,"{""accepted_client_ids"":[0,2,3,4,6,7,8,9,10,11,12,13,15,16,18,19],""action_executed"":true,""decision"":""allow"",""incident_risk"":0.0275999877,""policy_reason"":""within_policy"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""7034fb120f3ac014a35e37c293786f817eb0aa41e41d120125ebeda3cf4e6ae0"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""603468d051a5ca0a2bf4050c9aed79baf9f7f509d83e3eac5a31c0f137263356"",""round"":14,""scheduled_client_ids"":[0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,15,923d20148b60dea19e4752b18b4e020c5efc414dd19682d4815fd9bf07466ad5,c90846e03b90572d6581c1131a7436be53a8b17299a1b287b9f2f2e35f65d419,trustagent-policy-v1.0,18,14,7,deny,0,risk_exceeds_role_clearance,5,0.9984941896256746,committed,345.0,"{""accepted_client_ids"":[0,1,2,4,6,7,8,11,12,13,15,16,18,19],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.9984941896,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""c90846e03b90572d6581c1131a7436be53a8b17299a1b287b9f2f2e35f65d419"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""08b75253a046e14818e3b0c32abf2abf9ef2c423638fe42080a43bb8d0340b95"",""round"":15,""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,16,948c1d8d165f487c773e6af110b79ebeee554de4bec5b177d8853f3e3bc3967e,923d20148b60dea19e4752b18b4e020c5efc414dd19682d4815fd9bf07466ad5,trustagent-policy-v1.0,16,13,6,allow,1,within_policy,0,0.01204044912894664,committed,335.0,"{""accepted_client_ids"":[1,4,7,8,9,10,11,12,13,15,16,18,19],""action_executed"":true,""decision"":""allow"",""incident_risk"":0.0120404491,""policy_reason"":""within_policy"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""923d20148b60dea19e4752b18b4e020c5efc414dd19682d4815fd9bf07466ad5"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""a9df2fa43fcdfa635f1095d718ff99e592500d8e20b070c1a6ddf96cff8b8f0a"",""round"":16,""scheduled_client_ids"":[1,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,17,448f4a74c5ca4fc106b5663c28a857f462bf451f9fab1c2a2bfcce4fb4c0446e,948c1d8d165f487c773e6af110b79ebeee554de4bec5b177d8853f3e3bc3967e,trustagent-policy-v1.0,18,15,7,deny,0,risk_exceeds_role_clearance,6,0.9999607566710402,committed,355.0,"{""accepted_client_ids"":[1,2,4,6,7,8,9,10,11,12,13,15,16,18,19],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.9999607567,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""948c1d8d165f487c773e6af110b79ebeee554de4bec5b177d8853f3e3bc3967e"",""quorum"":7,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""84a0cfb543f0dc90a7cbcf93d6d494ac28c3125da86ae7b0f8402714a0320cfb"",""round"":17,""scheduled_client_ids"":[1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19],""seed"":11}"
Edge-IIoTset-calibrated,11,18,f835bb5dc8662227867d37b47b1a3654984f287f4b0ef70649b4a4986dd5cd72,448f4a74c5ca4fc106b5663c28a857f462bf451f9fab1c2a2bfcce4fb4c0446e,trustagent-policy-v1.0,17,13,6,deny,0,risk_exceeds_role_clearance,4,0.9947422153988564,committed,335.0,"{""accepted_client_ids"":[0,1,2,4,8,9,10,11,12,15,16,18,19],""action_executed"":false,""decision"":""deny"",""incident_risk"":0.9947422154,""policy_reason"":""risk_exceeds_role_clearance"",""policy_version"":""trustagent-policy-v1.0"",""previous_receipt_sha256"":""448f4a74c5ca4fc106b5663c28a857f462bf451f9fab1c2a2bfcce4fb4c0446e"",""quorum"":6,""regime"":""Edge-IIoTset-calibrated"",""reputation_sha256"":""57eb25448f8d347152d6e3dc6a5992e39b6e7303fa2e52115720a9097c547414"",""round"":18,""scheduled_client_ids"":[0,1,2,3,4,5,8,9,10,11,12,14,15,16,17,18,19],""seed"":11}"
